feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	Site	SJ	-1.103781131205	0.327955699763396	72	9	0.00124288988701473	0.00357330842516735
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Clavulina..	Site	SJ	2.09079523402582	0.633048302240926	72	14	0.0015102746554454	0.00411675128478685
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	Site	SJ	-1.37465787486487	0.41651791973661	72	10	0.00152140808350818	0.00411675128478685
k__Fungi.............5	Site	SJ	-0.887751904245733	0.273006264257473	72	10	0.00176577382587782	0.00464146262802169
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	Site	SJ	-0.931646276530262	0.293861656612353	72	13	0.00225942819162935	0.00577409426749723
k__Fungi..p__Ascomycota...........1	Site	SJ	-0.800412857694999	0.25747019693877	72	9	0.00271582630063719	0.00675286539617896
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	Site	SJ	-0.961265601759747	0.318417557103409	72	10	0.00353788669048335	0.00842252827461215
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_griseascens	Site	SJ	-0.843341524942958	0.279646346197915	72	11	0.00357041959467254	0.00842252827461215
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.2	Site	SJ	1.9864456099865	0.662978804361966	72	15	0.00377870827346513	0.0086910290289698
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__unidentified..f__unidentified..g__unidentified..s__Microbotryomycetes_sp	Site	SJ	-1.05126948042653	0.355886378642348	72	14	0.00426982665844185	0.00958107445308903
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Didymosphaeriaceae..g__Paraphaeosphaeria..s__Paraphaeosphaeria_viciae	Site	SJ	0.808259416991058	0.280597942894524	72	11	0.00526556937475197	0.0115341043446948
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_portentosum	Site	SJ	-1.66175341057715	0.578721902821107	72	8	0.00540238181945463	0.0115585843579029
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Tricharina..s__Tricharina_sp	Site	SJ	1.11697028123775	0.399055088615847	72	11	0.00661742051117752	0.0138364247051894
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella...1	Site	SJ	0.974417408509655	0.352425395799169	72	11	0.00727372890892901	0.0148707346582549
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..s__Mortierella_yunnanensis	Site	SJ	1.10712308670493	0.402686387379492	72	11	0.0075918584620249	0.015059723763006
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Albatrellaceae..g__Leucophleps..s__Leucophleps_spinispora	Site	SJ	-0.999494577504475	0.364181043624573	72	8	0.00769355453110091	0.015059723763006
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales......	Site	SJ	-0.903891654940636	0.331050967408735	72	12	0.00799734727765026	0.0153282489488297
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae	Site	SJ	0.808614125603701	0.299364170751171	72	10	0.00866174938556573	0.0162628763973887
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae.1	Site	SJ	0.649909191682583	0.241502851393099	72	10	0.00890012746556263	0.0163762345366352
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_integriformis	Site	SJ	2.10515860439067	0.788911100692064	72	21	0.00946269733658736	0.0170699638228635
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria.1	Site	SJ	0.552450921397953	0.211446421001704	72	9	0.0109855915991189	0.0194360466753643
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum	Site	SJ	-1.30032246325108	0.5282056248613	72	10	0.0162915529974098	0.0259683285847653
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.6	Site	SJ	0.737912468476532	0.30059909446472	72	9	0.0165845008379789	0.0259683285847653
k__Fungi..p__Ascomycota..c__Leotiomycetes........	Site	SJ	-0.86359397504051	0.35053512013575	72	10	0.016213660768683	0.0259683285847653
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..	Site	SJ	0.938565836022828	0.377656858326543	72	9	0.0153389342897858	0.0259683285847653
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Bankeraceae..g__Phellodon..s__Phellodon_melaleucus	Site	SJ	-0.813792685979008	0.331078930566036	72	8	0.0164495372901864	0.0259683285847653
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Basidioascus..s__Basidioascus_undulatus	Site	SJ	0.72267316530133	0.295379320716032	72	9	0.0169358664683252	0.0259683285847653
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__Piskurozymaceae..g__Solicoccozyma..s__Solicoccozyma_aeria.2	Site	SJ	0.296849630876507	0.121154329764653	72	8	0.0167817123846094	0.0259683285847653
k__Fungi..p__Ascomycota..c__Sordariomycetes..o__Hypocreales..f__Hypocreales_fam_Incertae_sedis..g__Trichothecium..s__Trichothecium_crotocinigenum	Site	SJ	0.616997220532418	0.250781876394807	72	9	0.016353345786242	0.0259683285847653
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Pezizomycotina_fam_Incertae_sedis....	Site	SJ	0.442010640734672	0.184676069048508	72	8	0.0193759500941956	0.0292227444043606
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii	Site	SJ	1.54238723389718	0.651779673585578	72	34	0.0207324442104956	0.0307642720542838
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae.....1	Site	SJ	0.677745757755415	0.288374056781933	72	8	0.0215855443326507	0.0315217472794264
k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	Site	SJ	-1.3671654866864	0.58524172137473	72	14	0.0223570696659196	0.0321382876447595
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	Site	SJ	0.673162954065648	0.296878158456832	72	8	0.026451257160732	0.0374387024428823
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.2	Site	SJ	0.486444864809427	0.217635913500857	72	8	0.0286014076964747	0.0398686289102374
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	Site	SJ	0.61344052406822	0.276765955709572	72	10	0.0299115898182679	0.0404686215188331
k__Fungi..p__Ascomycota..c__Leotiomycetes.........1	Site	SJ	-0.697065107045509	0.314098795109891	72	9	0.029712185054962	0.0404686215188331
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_aurantioflammans	Site	SJ	1.53525810546343	0.700914725053451	72	8	0.0318308828675657	0.0424411771567542
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Lycoperdaceae..g__Bovista..s__Bovista_promontorii	Site	SJ	0.803740068841299	0.369681836603483	72	8	0.033077735301623	0.0434735949678474
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Leucopaxillus..s__Leucopaxillus_laterarius	Site	SJ	0.927979136299603	0.428048938266763	72	11	0.0335663678759918	0.0434944485153696
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala...1	Site	SJ	-0.466402347783281	0.215919359018544	72	10	0.0341929111618755	0.0435288889505359
k__Fungi.............4	Site	SJ	0.549399475157702	0.25484824504336	72	8	0.0345392271020557	0.0435288889505359
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_longisterigmata	Site	SJ	0.424064051183935	0.197899773048765	72	8	0.0356058317119063	0.0442667096958835
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Hygrophoraceae..g__Hygrophorus..s__Hygrophorus_chrysodon	Site	SJ	0.994602281324182	0.467987705070802	72	11	0.0370947184555323	0.0455028546387863
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...1	Site	SJ	0.356212068696973	0.170336177561141	72	8	0.0401382756561743	0.0485884389522109
