feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae.....1	Site	TP	1.47384300906528	0.266261950673232	167	28	1.20038341098005e-07	8.61382829565212e-07
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae....	Site	TP	-1.4725692848518	0.270023018518644	167	24	1.77604345050656e-07	1.16429515088764e-06
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	Site	TP	-1.91427215187711	0.362275870914526	167	27	3.95091399314321e-07	2.45372553258368e-06
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae....	Site	TP	-1.00499827954061	0.193674763939302	167	22	6.13839334010865e-07	3.6216520706641e-06
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	Site	TP	-0.970864388781641	0.193933263192435	167	21	1.41374424350704e-06	7.94389622542053e-06
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp	Site	TP	-1.22411686536939	0.249198357450052	167	24	2.15320827222821e-06	1.15490261874059e-05
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_mucosus	Site	TP	-1.87656452574327	0.389872881949788	167	23	3.33396871475302e-06	1.63920128475357e-05
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	Site	TP	2.07904026055646	0.431353224172273	167	96	3.23965881717568e-06	1.63920128475357e-05
k__Fungi.............6	Site	TP	-0.898212062219139	0.191916558758029	167	21	5.94437764469546e-06	2.80574624829626e-05
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales.......1	Site	TP	-1.56641603523166	0.336805169902865	167	34	6.74485347948778e-06	3.06112580992138e-05
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.2	Site	TP	-2.00642933311439	0.435316465655042	167	33	8.05946319914722e-06	3.39648806249776e-05
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.3	Site	TP	1.00026223183724	0.21687441787264	167	22	7.95561323773555e-06	3.39648806249776e-05
k__Fungi.............1	Site	TP	-1.70857427257865	0.374394106512297	167	77	9.77865032423073e-06	3.79647822018066e-05
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales......	Site	TP	-0.973586834290447	0.213429695141893	167	18	9.85935931097735e-06	3.79647822018066e-05
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp	Site	TP	-1.21086637015828	0.265605061437364	167	18	9.97379871403393e-06	3.79647822018066e-05
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	Site	TP	-1.1344336786757	0.25550997363994	167	23	1.64181181117471e-05	6.05418105370673e-05
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Trichomeriaceae..g__Knufia..s__Knufia_peltigerae	Site	TP	-1.09876349136034	0.250440408515496	167	17	2.03996268611279e-05	7.29441202913059e-05
k__Fungi..p__Ascomycota..c__Leotiomycetes........	Site	TP	-1.26818504510469	0.290622967805879	167	22	2.24798070480679e-05	7.80181538727064e-05
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum	Site	TP	-2.45317467506032	0.567766357797733	167	61	2.67879129740375e-05	9.03135351696122e-05
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...1	Site	TP	1.67381024726666	0.396860012521054	167	38	4.06098779571485e-05	0.00012951258375523
k__Fungi.............4	Site	TP	0.608270487757686	0.144047406779311	167	19	3.97931912806125e-05	0.00012951258375523
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala...1	Site	TP	-0.562359890452084	0.133804821274928	167	21	4.30828667361084e-05	0.000133783638812126
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Geomyces..s__Geomyces_auratus	Site	TP	-0.610079924112023	0.146197774528474	167	17	4.85195426630955e-05	0.000146802718826802
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba.1	Site	TP	1.04613610668734	0.251164622875745	167	19	5.00514198054532e-05	0.000147651688426087
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	Site	TP	0.664388885702585	0.160469554146313	167	23	5.52239705956586e-05	0.00015893728122653
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola.2	Site	TP	1.21330842697199	0.29499179885424	167	26	6.14810004655018e-05	0.000172732334641172
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__unidentified..g__unidentified..s__Chaetothyriales_sp	Site	TP	-1.11875078099468	0.272872271155903	167	24	6.47285834215301e-05	0.000177627275435827
k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	Site	TP	0.576878661876307	0.142919155933839	167	17	8.29075941210098e-05	0.000222343093324526
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.2	Site	TP	1.02811708805064	0.255879072760092	167	32	8.90312688680364e-05	0.000233459771698407
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Boletales..f__Rhizopogonaceae..g__Rhizopogon..s__Rhizopogon_pseudoroseolus	Site	TP	0.533905175703303	0.133238464713619	167	17	9.28345928862294e-05	0.000238140912186415
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	Site	TP	0.545569739357809	0.137513570550711	167	18	0.000108149263229133	0.000271523682149738
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus	Site	TP	1.17617129975352	0.300547047475898	167	24	0.000132818262504847	0.000326511561991083
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	Site	TP	-0.575833244119057	0.148939455946018	167	22	0.000158711458347897	0.000382203103776569
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__unidentified..s__Cucurbitariaceae_sp	Site	TP	0.955440508700588	0.249798638094308	167	21	0.000185285185822386	0.00043727303854083
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..	Site	TP	-1.661546862534	0.443047487260784	167	46	0.000244152302114664	0.000564901404892751
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba	Site	TP	1.54330804587907	0.415467890579594	167	20	0.000278171752226019	0.00061932578797491
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	Site	TP	-1.05003613290862	0.28245021955535	167	58	0.00027517339162705	0.00061932578797491
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	Site	TP	1.24098900202457	0.342299924994223	167	26	0.000383987601755553	0.000839084018651023
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....1	Site	TP	1.26824253811349	0.351087950928132	167	29	0.000402442935723158	0.000863423025733321
k__Fungi..p__Ascomycota...........3	Site	TP	0.662236195335659	0.184720660314825	167	18	0.000443477518390033	0.000934470485178998
k__Fungi..p__Ascomycota..c__Orbiliomycetes..o__Orbiliales..f__Orbiliaceae..g__unidentified..s__Orbiliaceae_sp	Site	TP	0.8955810666962	0.253659605052996	167	17	0.000537495513794264	0.00111271001101269
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilus..s__Clitopilus_sp	Site	TP	1.13757394136843	0.323690468072281	167	18	0.000569019149100206	0.00115765964816938
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.1	Site	TP	1.34385704518799	0.414685748901898	167	42	0.00144255885074375	0.00288511770148749
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Exophiala..s__Exophiala_xenobiotica	Site	TP	0.812373557300852	0.251347061975398	167	26	0.00148391163712553	0.00291835955301355
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Venturiales..f__Sympoventuriaceae..g__unidentified..s__Sympoventuriaceae_sp	Site	TP	0.798642027247675	0.262617818802297	167	19	0.00274270250094427	0.00530555565756432
k__Fungi............	Site	TP	-1.82850897642075	0.611227086885046	167	82	0.00320174401177303	0.00609364182885834
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__Pyrenochaeta..s__Pyrenochaeta_sp	Site	TP	1.24385910683022	0.417065382130015	167	58	0.0032936832845272	0.00616912107260651
k__Fungi..p__Ascomycota...........4	Site	TP	0.806727414393419	0.27549273270304	167	18	0.00389011220244665	0.00717239437326101
k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Pertusariales..f__Pertusariaceae..g__Varicellaria..s__Varicellaria_sp	Site	TP	0.991803593910314	0.354924189639351	167	42	0.00581555585906424	0.0105574706364551
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__unidentified..g__unidentified..s__Chaetothyriales_sp.1	Site	TP	0.69420677869314	0.261098287826508	167	17	0.00861438955450161	0.015401484355018
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.5	Site	TP	-0.662650892032094	0.257407730163814	167	21	0.0109222685585477	0.0192362341777407
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	Site	TP	-0.782669725232612	0.312760993035219	167	50	0.0133070877791906	0.0227954743713861
k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	Site	TP	-0.669659653262089	0.267667646032208	167	31	0.0133295570476749	0.0227954743713861
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp.1	Site	TP	0.485933756031597	0.198023070247554	167	19	0.015169925310955	0.0255721598098956
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.1	Site	TP	0.381388681866297	0.156037643486542	167	18	0.0155695780868868	0.0258762002007414
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.8	Site	TP	0.565091431884169	0.235491424478687	167	31	0.0175258669834748	0.0287229486673614
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.5	Site	TP	-0.598144086492394	0.252663245847262	167	21	0.0190744991141158	0.0308327519926804
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	Site	TP	-0.854184666614025	0.376329118839366	167	19	0.0245153316040621	0.0390920152605314
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_minutissima	Site	TP	0.723748514560158	0.323921209077762	167	27	0.026804248869692	0.0421720182216488
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	Site	TP	0.945492459575004	0.432305112808574	167	61	0.0301428232249127	0.046192897929087
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae....	Site	TP	-0.659418989841904	0.301334300892412	167	18	0.0300511443380906	0.046192897929087
