feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...13	Site	SJ	-1.583423088	0.233703587	74	38	2.86E-09	1.60E-07
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.19	Site	SJ	-2.360444078	0.349658587	74	28	3.18E-09	1.62E-07
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Puia...s__metagenome.2	Site	SJ	-1.619033992	0.239855168	74	30	3.18E-09	1.62E-07
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__uncultured..	Site	SJ	-2.345946853	0.358298937	74	27	7.47E-09	3.60E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...10	Site	SJ	-1.574101193	0.240661193	74	23	7.68E-09	3.60E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...18	Site	SJ	-2.101820067	0.32685289	74	31	1.22E-08	5.49E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__uncultured_bacterium	Site	SJ	-2.558942011	0.399156197	74	27	1.32E-08	5.74E-07
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Azospirillales...f__Inquilinaceae...g__Inquilinus...s__uncultured_eubacterium	Site	SJ	-1.475960089	0.232229093	74	22	1.66E-08	6.97E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.3	Site	SJ	-1.849877076	0.297720049	74	28	3.00E-08	1.21E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Acidicapsa...s__Acidicapsa_sp.	Site	SJ	-1.325930681	0.214770607	74	25	3.54E-08	1.38E-06
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria........	Site	SJ	-1.444069436	0.242388343	74	19	8.62E-08	3.26E-06
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...s__uncultured_Acidobacteriaceae	Site	SJ	2.157704572	0.362743199	74	31	8.95E-08	3.28E-06
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Burkholderiaceae...g__Limnobacter..	Site	SJ	-1.579904049	0.26782793	74	30	1.10E-07	3.89E-06
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium...10	Site	SJ	-1.944617789	0.330101869	74	29	1.13E-07	3.90E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.6	Site	SJ	-1.550896513	0.267013653	74	29	1.58E-07	5.31E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...2	Site	SJ	-1.119985878	0.194710584	74	16	1.99E-07	6.48E-06
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__Vicinamibacteraceae...g__Vicinamibacteraceae...2	Site	SJ	2.25605191	0.393488462	74	33	2.15E-07	6.65E-06
d__Bacteria...p__Elusimicrobiota...c__Lineage_IIa...o__Lineage_IIa...f__Lineage_IIa...g__Lineage_IIa..	Site	SJ	-1.034612014	0.180481566	74	11	2.16E-07	6.65E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...6	Site	SJ	-2.779005777	0.486306187	74	33	2.32E-07	6.96E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_Verrucomicrobia	Site	SJ	-2.320348724	0.408009368	74	49	2.59E-07	7.40E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.8	Site	SJ	-2.464795924	0.433315091	74	37	2.58E-07	7.40E-06
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Tundrisphaera...s__uncultured_Singulisphaera	Site	SJ	-1.200234139	0.211300276	74	21	2.66E-07	7.43E-06
d__Bacteria...p__Myxococcota...c__Polyangia...o__Haliangiales...f__Haliangiaceae...g__Haliangium..	Site	SJ	-1.456579074	0.257276331	74	21	2.87E-07	7.70E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.8	Site	SJ	-2.648561566	0.467965884	74	33	2.89E-07	7.70E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...s__uncultured_bacterium	Site	SJ	-1.0424925	0.185338916	74	13	3.33E-07	8.67E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_forest	Site	SJ	-1.685568065	0.304474244	74	14	4.75E-07	1.21E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.4	Site	SJ	-2.130178772	0.397702543	74	19	9.71E-07	2.42E-05
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...25	Site	SJ	-0.704046027	0.132146851	74	10	1.09E-06	2.65E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.7	Site	SJ	-1.084984656	0.204812309	74	12	1.22E-06	2.87E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...30	Site	SJ	2.296139431	0.433207049	74	47	1.21E-06	2.87E-05
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...3	Site	SJ	-0.695109234	0.134350918	74	10	1.99E-06	4.57E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.4	Site	SJ	-0.93598572	0.182524777	74	12	2.38E-06	5.36E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...14	Site	SJ	1.989045122	0.390429322	74	38	2.71E-06	5.98E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae.....2	Site	SJ	-1.024291915	0.205053577	74	12	3.97E-06	8.46E-05
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__Solirubrobacteraceae...g__Conexibacter...s__uncultured_Conexibacteraceae	Site	SJ	-1.89219688	0.378583135	74	34	3.93E-06	8.46E-05
d__Bacteria...p__Cyanobacteria...c__Vampirivibrionia...o__Obscuribacterales...f__Obscuribacteraceae...g__Obscuribacteraceae..	Site	SJ	-1.688015005	0.338822577	74	35	4.18E-06	8.74E-05
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_eubacterium.3	Site	SJ	-1.244797732	0.250488483	74	30	4.38E-06	9.01E-05
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...9	Site	SJ	-1.600902324	0.322650551	74	47	4.52E-06	9.12E-05
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__Caldilineales...f__Caldilineaceae...g__uncultured...3	Site	SJ	1.3106838	0.265147159	74	26	4.85E-06	9.63E-05
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...2	Site	SJ	-1.174227374	0.238041376	74	10	5.04E-06	9.85E-05
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_eubacterium.1	Site	SJ	-2.330759711	0.478221783	74	38	6.32E-06	0.000121368
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage...s__metagenome.4	Site	SJ	2.080265532	0.429538782	74	63	7.10E-06	0.000134227
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.6	Site	SJ	-0.693959102	0.143566886	74	9	7.36E-06	0.000136851
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Pseudonocardiales...f__Pseudonocardiaceae...g__Amycolatopsis...1	Site	SJ	-1.653323061	0.34313222	74	32	7.80E-06	0.000142791
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.2	Site	SJ	-1.094028187	0.228055077	74	9	8.45E-06	0.000147737
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured..	Site	SJ	1.476764662	0.307515888	74	32	8.29E-06	0.000147737
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.24	Site	SJ	-1.063023835	0.221475408	74	19	8.37E-06	0.000147737
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.29	Site	SJ	-0.901569553	0.188815251	74	9	9.19E-06	0.00015626
d__Bacteria...p__Chloroflexi...c__KD4.96...o__KD4.96...f__KD4.96...g__KD4.96...2	Site	SJ	1.5097869	0.316214948	74	33	9.20E-06	0.00015626
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...3	Site	SJ	-1.387316839	0.291615126	74	9	9.82E-06	0.000164341
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Frankiaceae...g__Jatrophihabitans...s__uncultured_actinobacterium	Site	SJ	-1.310591048	0.276251695	74	28	1.03E-05	0.000170252
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Blastocatellales...f__Blastocatellaceae...g__Stenotrophobacter..	Site	SJ	1.620292701	0.341911314	74	27	1.05E-05	0.000171243
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium.11	Site	SJ	-1.279218138	0.270514607	74	12	1.09E-05	0.000175424
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_Acidobacteria.1	Site	SJ	-2.231947532	0.480653966	74	25	1.50E-05	0.000238028
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__Bradyrhizobium...s__metagenome	Site	SJ	1.836358773	0.396998482	74	40	1.61E-05	0.000251077
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Acidipila...1	Site	SJ	-1.057831802	0.229315306	74	17	1.68E-05	0.000259649
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...1	Site	SJ	-1.000987477	0.218122962	74	21	1.84E-05	0.000276432
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__Ktedonobacterales...f__Ktedonobacteraceae...g__Ktedonobacter..	Site	SJ	-2.138538202	0.465660077	74	39	1.82E-05	0.000276432
d__Bacteria.............5	Site	SJ	-0.929967932	0.202818256	74	9	1.87E-05	0.000276871
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...1	Site	SJ	-1.100528311	0.240466638	74	16	1.93E-05	0.000282239
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Propionibacteriales...f__Nocardioidaceae...g__Marmoricola...1	Site	SJ	1.578857564	0.346075565	74	45	2.03E-05	0.000288326
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae.....3	Site	SJ	-0.904811328	0.198384469	74	74	2.04E-05	0.000288326
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Verrucomicrobiales...f__Verrucomicrobiaceae...g__Roseimicrobium...s__metagenome.4	Site	SJ	1.912533102	0.41872733	74	40	1.99E-05	0.000288326
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...11	Site	SJ	-0.803281979	0.176430088	74	11	2.10E-05	0.000293344
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.5	Site	SJ	-0.951992927	0.209880592	74	10	2.24E-05	0.000308747
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__uncultured_Verrucomicrobia.2	Site	SJ	-1.025269957	0.226321375	74	16	2.29E-05	0.000311659
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...s__uncultured_Acidobacterium.1	Site	SJ	1.997763363	0.443150612	74	26	2.48E-05	0.000334097
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Solirubrobacterales...f__67.14...g__67.14...s__metagenome	Site	SJ	-1.171830047	0.260798462	74	20	2.62E-05	0.000348794
d__Bacteria...p__RCP2.54...c__RCP2.54...o__RCP2.54...f__RCP2.54...g__RCP2.54...s__uncultured_bacterium	Site	SJ	-2.694816439	0.603675093	74	20	2.91E-05	0.000383801
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...20	Site	SJ	-0.786877758	0.176578566	74	8	3.00E-05	0.000389319
d__Bacteria...p__Myxococcota...c__Polyangia...o__Polyangiales...f__BIrii41...g__BIrii41...s__metagenome	Site	SJ	-1.656506219	0.371912354	74	40	3.02E-05	0.000389319
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...s__uncultured_bacterium	Site	SJ	-1.113530906	0.251084605	74	19	3.24E-05	0.000412921
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...1	Site	SJ	-1.139213403	0.257513608	74	17	3.37E-05	0.000425148
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__Rhodoplanes..	Site	SJ	1.117965846	0.254104171	74	26	3.68E-05	0.000445171
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__env.OPS_17...g__env.OPS_17...5	Site	SJ	-1.146959934	0.260191666	74	18	3.57E-05	0.000445171
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__uncultured...s__uncultured_forest	Site	SJ	-0.90168269	0.204699035	74	9	3.61E-05	0.000445171
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...s__uncultured_bacterium.4	Site	SJ	-0.927299212	0.210756017	74	8	3.68E-05	0.000445171
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales......	Site	SJ	-0.912637722	0.208712898	74	14	4.06E-05	0.000485799
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...1	Site	SJ	-0.999956277	0.22981808	74	25	4.39E-05	0.00051995
d__Bacteria...p__Cyanobacteria...c__Vampirivibrionia...o__Obscuribacterales...f__Obscuribacteraceae...g__Candidatus_Obscuribacter...s__uncultured_bacterium	Site	SJ	-0.858547916	0.199149394	74	8	5.07E-05	0.000594474
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__uncultured_Verrucomicrobia	Site	SJ	-1.017302874	0.236147138	74	11	5.13E-05	0.000595294
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...13	Site	SJ	1.697882576	0.395606243	74	32	5.43E-05	0.000618366
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...3	Site	SJ	-1.727427061	0.40231451	74	35	5.40E-05	0.000618366
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Singulisphaera...1	Site	SJ	2.172766392	0.507886999	74	41	5.71E-05	0.000643436
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_Planctomycetaceae	Site	SJ	-0.69240463	0.163501068	74	8	6.66E-05	0.000743485
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium..	Site	SJ	1.123130545	0.265510634	74	23	6.78E-05	0.000749118
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...25	Site	SJ	1.46363515	0.347045574	74	25	7.09E-05	0.000776276
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus...s__uncultured_bacterium	Site	SJ	-1.19593348	0.284715459	74	17	7.53E-05	0.000816792
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...4	Site	SJ	-1.197579428	0.285683079	74	22	7.76E-05	0.000833933
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__S.BQ2.57_soil_group...f__S.BQ2.57_soil_group...g__S.BQ2.57_soil_group...s__uncultured_Verrucomicrobia	Site	SJ	-0.646628349	0.154495351	74	8	7.94E-05	0.000838939
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...s__uncultured_bacterium.1	Site	SJ	1.073359859	0.256468302	74	23	7.95E-05	0.000838939
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__uncultured...f__uncultured...g__uncultured...s__Rhodospirillaceae_bacterium	Site	SJ	-0.988277489	0.237083123	74	8	8.43E-05	0.000881897
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__D05.2...g__D05.2..	Site	SJ	1.706356786	0.411395873	74	28	9.07E-05	0.000926985
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...1	Site	SJ	-1.230203342	0.296660341	74	30	9.10E-05	0.000926985
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Solibacterales...f__Solibacteraceae...g__Candidatus_Solibacter...4	Site	SJ	-1.082683442	0.260773137	74	30	8.94E-05	0.000926985
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium.3	Site	SJ	-1.530892821	0.369811422	74	23	9.33E-05	0.000942517
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Cytophagales...f__Microscillaceae...g__uncultured...s__metagenome.1	Site	SJ	-1.132486303	0.274204506	74	21	9.65E-05	0.000966459
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...12	Site	SJ	1.007724915	0.2444897	74	26	9.93E-05	0.000986712
d__Bacteria...p__Chloroflexi...c__Anaerolineae...o__Caldilineales...f__Caldilineaceae...g__uncultured...s__uncultured_bacterium	Site	SJ	1.526194926	0.372762685	74	25	0.000109378	0.001069768
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__JG36.TzT.191...f__JG36.TzT.191...g__JG36.TzT.191...s__uncultured_bacterium	Site	SJ	-1.063966899	0.259892296	74	11	0.000109533	0.001069768
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Solibacterales...f__Solibacteraceae...g__Candidatus_Solibacter...s__uncultured_forest	Site	SJ	-0.932745752	0.228832057	74	12	0.000116542	0.001119568
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...11	Site	SJ	1.369638375	0.335978464	74	71	0.000116359	0.001119568
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...15	Site	SJ	-1.073572296	0.263743501	74	18	0.00011884	0.001132357
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Sphingobacteriales...f__Sphingobacteriaceae...g__Mucilaginibacter...9	Site	SJ	-1.949290041	0.48033356	74	38	0.000124048	0.001172455
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Micromonosporales...f__Micromonosporaceae.....6	Site	SJ	-0.763521016	0.188513891	74	11	0.000127544	0.001195576
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__metagenome.2	Site	SJ	2.257151582	0.557598781	74	35	0.000128535	0.001195576
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__metagenome.1	Site	SJ	1.648765008	0.407761449	74	30	0.000130574	0.001204981
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...28	Site	SJ	-1.059252022	0.263354782	74	19	0.000140589	0.001280874
