feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	Site	TP	-1.22694062106369	0.350134716946692	56	9	0.000928938095741491	0.00699800032125257
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp	Site	TP	-1.9452667796381	0.560406260548027	56	9	0.00102725936935013	0.00725501929603532
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	Site	TP	1.27420038726025	0.371112819800341	56	14	0.00115164337311814	0.00727759472410514
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__unidentified..f__unidentified..g__unidentified..s__Microbotryomycetes_sp	Site	TP	-1.22036114728657	0.355658136323412	56	11	0.00115926287640613	0.00727759472410514
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..	Site	TP	-1.34625990476507	0.40141284739342	56	12	0.00146292342240609	0.00826551733659442
k__Fungi..p__Basidiomycota...........1	Site	TP	-1.16764106931409	0.347077309547304	56	8	0.00141814264571177	0.00826551733659442
k__Fungi.............5	Site	TP	1.07563625452201	0.33459936435605	56	11	0.00220565210930316	0.0118685089691075
k__Fungi..p__Mucoromycota..c__Umbelopsidomycetes..o__Umbelopsidales..f__Umbelopsidaceae..g__Umbelopsis..s__Umbelopsis_changbaiensis	Site	TP	-0.465139178242017	0.147109945558007	56	7	0.00257162504110856	0.0132088013475121
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp.1	Site	TP	-0.834117534941157	0.267332911612937	56	7	0.00289989793559242	0.0136536861134143
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	Site	TP	-1.60441483555191	0.513654451164663	56	9	0.0028718576927268	0.0136536861134143
k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	Site	TP	0.749042383461237	0.242486443055568	56	10	0.00317022343128935	0.0143294099094279
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae....	Site	TP	-1.38961749147691	0.45206747356553	56	8	0.00330956916825925	0.0143838967697421
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Ceratobasidiaceae..g__unidentified..s__Ceratobasidiaceae_sp	Site	TP	-0.827402913167372	0.274737181180004	56	7	0.00394774304872482	0.0165220357224409
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.1	Site	TP	1.61343274697164	0.542744248159644	56	16	0.00440245614157	0.0177670551427646
k__Fungi.............1	Site	TP	-1.574394921954	0.542653400845214	56	31	0.0053674000475674	0.0203820071646334
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus	Site	TP	1.46700096760755	0.506151770480242	56	9	0.00541115234459294	0.0203820071646334
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	Site	TP	-2.03984709407779	0.707624972671163	56	9	0.00564940206225206	0.0205929817107898
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales......	Site	TP	-0.88627634612839	0.316616449013521	56	7	0.00708986170151653	0.0243464197227264
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	Site	TP	-0.814765285285752	0.291179042441511	56	6	0.00711001637920328	0.0243464197227264
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	Site	TP	1.96216777024863	0.713652082737444	56	47	0.00810243903369782	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	Site	TP	0.482307630516962	0.175527991638914	56	9	0.00813973835724916	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........2	Site	TP	-0.459701379280419	0.166437393939892	56	6	0.00783542603448065	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae..g__Clavaria..	Site	TP	-1.26663965104556	0.462723553781194	56	8	0.00836849849840631	0.0255578467654031
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_mucosus	Site	TP	-1.00013401640936	0.371417876889524	56	6	0.00941877537383811	0.0280084636116765
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	Site	TP	1.32447865132572	0.506519850641806	56	38	0.0115461550759677	0.0330966899643694
k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	Site	TP	-0.746318539528241	0.286029715021504	56	10	0.0117156424652635	0.0330966899643694
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	Site	TP	0.792467275722273	0.30575349856393	56	8	0.0122537792549281	0.0337726111172409
k__Fungi.............4	Site	TP	-0.635524712754868	0.24634285184166	56	6	0.0126386674756595	0.0340040339226076
k__Fungi..p__Ascomycota..c__Leotiomycetes........	Site	TP	-1.00929921115799	0.396151397379497	56	9	0.0137209729145744	0.036057440449928
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola	Site	TP	0.792810186226789	0.325321326062773	56	7	0.0181349463107048	0.0465738393888555
k__Fungi.............8	Site	TP	0.565368921914962	0.234511535531164	56	7	0.0193491360943457	0.0485878306369126
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.1	Site	TP	1.49979295874122	0.627185773742715	56	16	0.0203023309977625	0.0498731174510253
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....1	Site	TP	0.96200245560132	0.406229504994853	56	8	0.0214881446885122	0.0516629861659974
k__Fungi..p__Mucoromycota..c__Umbelopsidomycetes..o__Umbelopsidales..f__Umbelopsidaceae..g__Umbelopsis..s__Umbelopsis_dimorpha	Site	TP	0.47974741511596	0.21445111148347	56	6	0.0294296180698568	0.0692822258727879
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Trichophaea..s__Trichophaea_minuta	Site	TP	0.888966737225702	0.408872987805935	56	6	0.0340925637665458	0.0786216266452994
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_olivaceum	Site	TP	-1.42592729216647	0.678622173423142	56	14	0.0403047772405583	0.0893027417290801
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentellopsis..s__Tomentellopsis_sp	Site	TP	0.43459099417223	0.206239497524726	56	7	0.03975863155761	0.0893027417290801
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba	Site	TP	0.611391496945242	0.292502466637699	56	6	0.0413220287193953	0.0897959470248397
k__Fungi..p__Basidiomycota..c__Agaricomycetes........	Site	TP	-0.942276398627665	0.475369446584277	56	7	0.0525556109840377	0.112052529079175
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.2	Site	TP	-0.697101487815333	0.35419651826226	56	9	0.0541976022080966	0.113413500916943
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..	Site	TP	0.664856004718724	0.339756641072667	56	6	0.0555426055789811	0.114114807825907
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Hymenochaetales..f__Rickenellaceae..g__Alloclavaria..s__Alloclavaria_purpurea	Site	TP	-1.19363318152015	0.632461606337236	56	7	0.064502103244368	0.130156029760957
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	Site	TP	-1.03688657563407	0.561711092967686	56	31	0.070385068745724	0.139535311723979
k__Fungi..p__Basidiomycota..........	Site	TP	1.0437081293279	0.574283312635548	56	26	0.0747044407965087	0.145544858793198
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii	Site	TP	1.38911702347425	0.779595516421015	56	20	0.0803980727293245	0.153982749464638
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp.2	Site	TP	0.482375810711918	0.273024511129227	56	7	0.0829154698790147	0.156157468272144
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.5	Site	TP	-0.877726393638445	0.504890139892471	56	9	0.0878307859675778	0.162702931382562
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Hydnum..s__Hydnum_sp	Site	TP	0.618754997216967	0.38298277314852	56	7	0.112004557115707	0.204137337968949
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.8	Site	TP	0.793397629684704	0.494305573873405	56	16	0.114310331608019	0.205032817011209
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales......	Site	TP	-0.618622075321579	0.404643363278806	56	6	0.132149124365325	0.233325797707527
k__Fungi..p__Basidiomycota...........2	Site	TP	0.559720238679459	0.38606337907603	56	7	0.152893734128831	0.265799876254737
k__Fungi..p__Ascomycota...........1	Site	TP	-0.529607760828167	0.385371397473908	56	10	0.175032279280352	0.299676478161815
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_sp	Site	TP	-0.888831075735573	0.651559887915048	56	8	0.178176525290384	0.30050667698229
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae....	Site	TP	-0.708694692107176	0.559724547618971	56	6	0.210894716439962	0.350457396436996
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_fortinii	Site	TP	-0.417312680946248	0.346174156567642	56	10	0.233266608510674	0.382016329879799
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae....	Site	TP	-0.410941889971529	0.345122095056756	56	9	0.238973665491112	0.385771774292795
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_portentosum	Site	TP	-0.951775392385938	0.856883972766478	56	15	0.271601649792066	0.432267414457794
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum	Site	TP	-0.46408656441104	0.475592471745889	56	12	0.33351130567348	0.523427465848656
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_ahsii	Site	TP	-0.842610470950942	0.914921808110182	56	16	0.361165235531784	0.559063994727281
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Boletales..f__Rhizopogonaceae..g__Rhizopogon..s__Rhizopogon_pseudoroseolus	Site	TP	0.248511665655011	0.276799754961406	56	7	0.373276175576125	0.570002808650028
k__Fungi..p__Basidiomycota..c__Tritirachiomycetes..o__Tritirachiales..f__Tritirachiaceae..g__Paratritirachium..s__Paratritirachium_sp	Site	TP	0.16714941101483	0.18975793601792	56	7	0.382299540907098	0.575997974966694
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae.....1	Site	TP	0.237868646778363	0.287367224875459	56	7	0.411454543085865	0.611767939061879
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.1	Site	TP	-0.544039165580576	0.6742325577353	56	33	0.423263097472781	0.621152337849665
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Linnemannia..s__Linnemannia_amoeboidea	Site	TP	0.44010201347109	0.598667332717888	56	8	0.465437422042748	0.632019483627719
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	Site	TP	-0.553064809224226	0.749166865181313	56	14	0.463565145744143	0.632019483627719
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	Site	TP	0.44821741263501	0.60970408109196	56	16	0.465435553683214	0.632019483627719
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_viridibasidia	Site	TP	0.217889759695174	0.298927039451642	56	6	0.46920869946406	0.632019483627719
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Thelephora..s__Thelephora_terrestris	Site	TP	0.246738613454706	0.328096494986417	56	6	0.455298176009853	0.632019483627719
k__Fungi..p__Basidiomycota...........3	Site	TP	-0.214530498723393	0.297841184828897	56	6	0.474456049281069	0.632019483627719
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Mycenaceae..g__Mycena..s__Mycena_pseudotenax	Site	TP	-0.310339263385766	0.408238734677143	56	8	0.450447061793267	0.632019483627719
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp.1	Site	TP	0.216531601322594	0.301274507668751	56	8	0.475412885914656	0.632019483627719
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.1	Site	TP	0.448479797474818	0.650346828411066	56	14	0.493398063231532	0.648302106339107
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.2	Site	TP	-0.264332421387081	0.396662478446671	56	11	0.507998209795784	0.659813766746248
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	Site	TP	-0.357405753141715	0.562782547835591	56	21	0.528065307987702	0.666236192308598
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.2	Site	TP	0.31651544817922	0.501521391284875	56	18	0.530630595644016	0.666236192308598
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Warcupia..s__Warcupia_terrestris	Site	TP	0.235259391652284	0.369008662068153	56	8	0.526464449345968	0.666236192308598
k__Fungi.............10	Site	TP	0.176926510131991	0.308359648296542	56	8	0.568507829985266	0.705949283388298
k__Fungi..p__Ascomycota..c__Leotiomycetes.........1	Site	TP	-0.178961145014714	0.343012513635189	56	10	0.603989351357108	0.741856485906013
k__Fungi..p__Ascomycota...........2	Site	TP	0.135644540968813	0.28806262846434	56	6	0.639619126790373	0.777171627175399
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	Site	TP	0.45326315549038	1.10122286823751	56	21	0.682261912502104	0.820165916092955
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__Pyrenochaeta..s__Pyrenochaeta_sp	Site	TP	-0.128310968776858	0.329940364796339	56	7	0.698885741949927	0.831306198319387
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma...1	Site	TP	0.162152188964458	0.429313542054761	56	6	0.707133213257066	0.832354719771338
k__Fungi.............3	Site	TP	0.174216889417818	0.480382659974008	56	8	0.718272482752415	0.836545520165309
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Sarcosomataceae..g__Pseudoplectania..s__Pseudoplectania_lignicola	Site	TP	0.100727865031749	0.285388130032486	56	6	0.72549965465664	0.836545520165309
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Pseudotomentella..s__Pseudotomentella_nigra	Site	TP	-0.291098159838836	1.02516616132092	56	21	0.777532977251998	0.88748713565127
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Russula..s__Russula_adusta	Site	TP	0.119797862666274	0.497592838788264	56	6	0.81065690940952	0.906972581814611
k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__Saccharomycetales_fam_Incertae_sedis..g__Candida..s__Candida_santamariae	Site	TP	-0.0891983846409547	0.362760202489288	56	7	0.806701136717948	0.906972581814611
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.1	Site	TP	0.0504398976703605	0.332321041906041	56	8	0.87992560654818	0.974819544509259
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_sp	Site	TP	0.0220247655556065	0.37662499464321	56	6	0.953582723668186	0.987211520332643
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.4	Site	TP	-0.0410405419046333	0.544619474248178	56	8	0.940209662168027	0.987211520332643
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..	Site	TP	-0.0347490034774129	0.574693777027318	56	8	0.952008320116956	0.987211520332643
k__Fungi..p__Ascomycota..........	Site	TP	0.0385352701082484	0.435871601837718	56	20	0.929878131539961	0.987211520332643
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp	Site	TP	-0.0322444242469326	0.406827254479273	56	7	0.93712018768469	0.987211520332643
k__Fungi.............7	Site	TP	0.0192362526530044	0.209088302721362	56	6	0.927038008676591	0.987211520332643
k__Fungi..p__Calcarisporiellomycota..c__Calcarisporiellomycetes..o__Calcarisporiellales..f__Calcarisporiellaceae..g__Calcarisporiella..s__Calcarisporiella_sp	Site	TP	-0.0183891631001707	0.374347881176385	56	12	0.961002364925582	0.987211520332643
k__Fungi..p__Calcarisporiellomycota..c__Calcarisporiellomycetes..o__Calcarisporiellales..f__Calcarisporiellaceae....	Site	TP	0.034415702571746	0.27410619268463	56	7	0.900549607872386	0.987211520332643
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..	Site	TP	-0.0145519057269771	0.485938087058993	56	11	0.976220518599049	0.9880807682382
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste	Site	TP	-0.0141088634934996	0.542215332036213	56	10	0.979336690643172	0.9880807682382
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.2	Site	TP	0.000909098576480863	0.529682559812736	56	10	0.998636909658208	0.998636909658208
