feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	Site	TP	-1.22694062106369	0.350134716946692	56	9	0.000928938095741491	0.00699800032125257
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp	Site	TP	-1.9452667796381	0.560406260548027	56	9	0.00102725936935013	0.00725501929603532
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.3	Site	TP	1.27420038726025	0.371112819800341	56	14	0.00115164337311814	0.00727759472410514
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__unidentified..f__unidentified..g__unidentified..s__Microbotryomycetes_sp	Site	TP	-1.22036114728657	0.355658136323412	56	11	0.00115926287640613	0.00727759472410514
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..	Site	TP	-1.34625990476507	0.40141284739342	56	12	0.00146292342240609	0.00826551733659442
k__Fungi..p__Basidiomycota...........1	Site	TP	-1.16764106931409	0.347077309547304	56	8	0.00141814264571177	0.00826551733659442
k__Fungi.............5	Site	TP	1.07563625452201	0.33459936435605	56	11	0.00220565210930316	0.0118685089691075
k__Fungi..p__Mucoromycota..c__Umbelopsidomycetes..o__Umbelopsidales..f__Umbelopsidaceae..g__Umbelopsis..s__Umbelopsis_changbaiensis	Site	TP	-0.465139178242017	0.147109945558007	56	7	0.00257162504110856	0.0132088013475121
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Hydnaceae..g__Sistotrema..s__Sistotrema_sp.1	Site	TP	-0.834117534941157	0.267332911612937	56	7	0.00289989793559242	0.0136536861134143
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	Site	TP	-1.60441483555191	0.513654451164663	56	9	0.0028718576927268	0.0136536861134143
k__Fungi..p__Ascomycota..c__Saccharomycetes..o__Saccharomycetales..f__unidentified..g__unidentified..s__Saccharomycetales_sp	Site	TP	0.749042383461237	0.242486443055568	56	10	0.00317022343128935	0.0143294099094279
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae....	Site	TP	-1.38961749147691	0.45206747356553	56	8	0.00330956916825925	0.0143838967697421
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Cantharellales..f__Ceratobasidiaceae..g__unidentified..s__Ceratobasidiaceae_sp	Site	TP	-0.827402913167372	0.274737181180004	56	7	0.00394774304872482	0.0165220357224409
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.1	Site	TP	1.61343274697164	0.542744248159644	56	16	0.00440245614157	0.0177670551427646
k__Fungi.............1	Site	TP	-1.574394921954	0.542653400845214	56	31	0.0053674000475674	0.0203820071646334
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus	Site	TP	1.46700096760755	0.506151770480242	56	9	0.00541115234459294	0.0203820071646334
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	Site	TP	-2.03984709407779	0.707624972671163	56	9	0.00564940206225206	0.0205929817107898
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales......	Site	TP	-0.88627634612839	0.316616449013521	56	7	0.00708986170151653	0.0243464197227264
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	Site	TP	-0.814765285285752	0.291179042441511	56	6	0.00711001637920328	0.0243464197227264
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	Site	TP	1.96216777024863	0.713652082737444	56	47	0.00810243903369782	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.9	Site	TP	0.482307630516962	0.175527991638914	56	9	0.00813973835724916	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........2	Site	TP	-0.459701379280419	0.166437393939892	56	6	0.00783542603448065	0.0255497342880321
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae..g__Clavaria..	Site	TP	-1.26663965104556	0.462723553781194	56	8	0.00836849849840631	0.0255578467654031
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_mucosus	Site	TP	-1.00013401640936	0.371417876889524	56	6	0.00941877537383811	0.0280084636116765
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	Site	TP	1.32447865132572	0.506519850641806	56	38	0.0115461550759677	0.0330966899643694
k__Fungi..p__Basidiomycota..c__Microbotryomycetes........	Site	TP	-0.746318539528241	0.286029715021504	56	10	0.0117156424652635	0.0330966899643694
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.7	Site	TP	0.792467275722273	0.30575349856393	56	8	0.0122537792549281	0.0337726111172409
k__Fungi.............4	Site	TP	-0.635524712754868	0.24634285184166	56	6	0.0126386674756595	0.0340040339226076
k__Fungi..p__Ascomycota..c__Leotiomycetes........	Site	TP	-1.00929921115799	0.396151397379497	56	9	0.0137209729145744	0.036057440449928
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola	Site	TP	0.792810186226789	0.325321326062773	56	7	0.0181349463107048	0.0465738393888555
k__Fungi.............8	Site	TP	0.565368921914962	0.234511535531164	56	7	0.0193491360943457	0.0485878306369126
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.1	Site	TP	1.49979295874122	0.627185773742715	56	16	0.0203023309977625	0.0498731174510253
