feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...s__uncultured_bacterium	Site	TP	-1.315629683	0.193891078	166	80	2.01E-10	4.07E-09
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__uncultured...1	Site	TP	1.648013126	0.244407591	166	65	2.53E-10	5.03E-09
d__Bacteria...p__Chloroflexi...c__Chloroflexia...o__Thermomicrobiales...f__JG30.KF.CM45...g__JG30.KF.CM45...s__uncultured_Sphaerobacter.1	Site	TP	1.467842035	0.218895148	166	38	3.09E-10	6.03E-09
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Xanthomonadales...f__Rhodanobacteraceae...g__Rhodanobacter...s__Rhodanobacter_sp..1	Site	TP	-1.614556726	0.242303861	166	34	3.87E-10	7.42E-09
d__Bacteria...p__Acidobacteriota...c__Holophagae...o__Subgroup_7...f__Subgroup_7...g__Subgroup_7...s__uncultured_Acidobacteria	Site	TP	1.209943441	0.182306278	166	40	4.46E-10	8.40E-09
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus...2	Site	TP	-1.31709766	0.199007471	166	52	4.93E-10	9.10E-09
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.7	Site	TP	-1.823787486	0.277062959	166	38	5.96E-10	1.08E-08
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.5	Site	TP	-1.770628019	0.270749601	166	130	7.48E-10	1.34E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium.2	Site	TP	-1.161826528	0.178203724	166	33	8.32E-10	1.46E-08
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__uncultured...g__uncultured...s__uncultured_Holophaga	Site	TP	-1.024692594	0.158462296	166	30	1.10E-09	1.87E-08
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Propionibacteriales...f__Nocardioidaceae...g__Nocardioides..	Site	TP	1.457137876	0.225261973	166	45	1.09E-09	1.87E-08
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.7	Site	TP	1.186576074	0.184337701	166	46	1.29E-09	2.15E-08
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...10	Site	TP	1.141310461	0.178432508	166	45	1.59E-09	2.62E-08
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Chthoniobacter...s__uncultured_bacterium	Site	TP	1.60609974	0.251433835	166	32	1.67E-09	2.69E-08
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__uncultured...g__uncultured..	Site	TP	1.320867917	0.207433483	166	54	1.85E-09	2.95E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium.3	Site	TP	-2.027959971	0.319140295	166	83	1.98E-09	3.11E-08
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Methylacidiphilales...f__Methylacidiphilaceae...g__uncultured...s__uncultured_bacterium.5	Site	TP	-2.180487021	0.343402297	166	109	2.03E-09	3.14E-08
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__0319.7L14...f__0319.7L14...g__0319.7L14...s__uncultured_bacterium	Site	TP	1.5202988	0.240127488	166	40	2.24E-09	3.41E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...12	Site	TP	1.375051607	0.217755178	166	39	2.44E-09	3.66E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__Rhodovastum...s__uncultured_bacterium	Site	TP	1.436847021	0.227709255	166	70	2.50E-09	3.70E-08
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Singulisphaera...s__uncultured_bacterium	Site	TP	1.461727398	0.231912216	166	44	2.59E-09	3.78E-08
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_planctomycete	Site	TP	1.424784934	0.22739626	166	61	3.15E-09	4.50E-08
d__Bacteria...p__Acidobacteriota...c__Holophagae...o__Subgroup_7...f__Subgroup_7...g__Subgroup_7...4	Site	TP	1.25275886	0.199994661	166	43	3.17E-09	4.50E-08
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...1	Site	TP	-1.884014445	0.301836581	166	99	3.56E-09	4.98E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae...g__uncultured...5	Site	TP	-0.839802456	0.134609796	166	28	3.62E-09	4.99E-08
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Corynebacteriales...f__Mycobacteriaceae...g__Mycobacterium...1	Site	TP	-1.533086915	0.248071385	166	61	4.89E-09	6.66E-08
d__Bacteria...p__Acidobacteriota...c__Holophagae...o__Subgroup_7...f__Subgroup_7...g__Subgroup_7...3	Site	TP	1.824523444	0.295710701	166	53	5.15E-09	6.93E-08
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...s__uncultured_bacterium	Site	TP	1.33034026	0.215888347	166	34	5.36E-09	7.12E-08
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_Acidobacteria.2	Site	TP	-1.462318566	0.239075885	166	100	6.77E-09	8.87E-08
d__Bacteria...p__WPS.2...c__WPS.2...o__WPS.2...f__WPS.2...g__WPS.2...s__uncultured_bacterium.5	Site	TP	1.357987094	0.222686744	166	41	7.44E-09	9.62E-08
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Acetobacterales...f__Acetobacteraceae...g__uncultured...3	Site	TP	1.715958094	0.281758698	166	38	7.75E-09	9.90E-08
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...s__uncultured_planctomycete.2	Site	TP	-1.981813175	0.325914489	166	79	8.13E-09	1.02E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_forest.3	Site	TP	-1.424349079	0.234275099	166	27	8.17E-09	1.02E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Granulicella...9	Site	TP	-1.12972272	0.187759808	166	147	1.12E-08	1.38E-07
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_eubacterium.5	Site	TP	-1.509391797	0.25099988	166	71	1.14E-08	1.39E-07
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Frankiales...f__Acidothermaceae...g__Acidothermus...s__uncultured_soil	Site	TP	1.798744939	0.300635939	166	70	1.33E-08	1.60E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Bryocella...s__uncultured_bacterium	Site	TP	1.758615653	0.294325796	166	40	1.39E-08	1.65E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...s__uncultured_Verrucomicrobia.2	Site	TP	-1.315338737	0.220362326	166	30	1.43E-08	1.68E-07
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__TRA3.20...g__TRA3.20..	Site	TP	1.094376003	0.184522198	166	32	1.73E-08	1.99E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...44	Site	TP	1.901098496	0.320501431	166	72	1.73E-08	1.99E-07
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__B12.WMSP1...f__B12.WMSP1...g__B12.WMSP1..	Site	TP	1.865262073	0.31498169	166	50	1.81E-08	2.06E-07
d__Bacteria...p__Bacteroidota...c__Bacteroidia...o__Chitinophagales...f__Chitinophagaceae...g__Ferruginibacter...s__uncultured_Chitinophagaceae	Site	TP	0.963852192	0.16362614	166	32	2.12E-08	2.39E-07
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...4	Site	TP	1.163811045	0.198862337	166	30	2.57E-08	2.85E-07
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__Aquisphaera...s__uncultured_planctomycete	Site	TP	-0.945015257	0.161604288	166	25	2.62E-08	2.86E-07
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage..	Site	TP	1.521484219	0.260129296	166	52	2.61E-08	2.86E-07
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__Roseiarcus...s__uncultured_bacterium	Site	TP	-1.021681535	0.175211223	166	25	2.85E-08	3.07E-07
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_Planctomycetales.2	Site	TP	-0.815975526	0.140768232	166	29	3.38E-08	3.61E-07
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__Ktedonobacterales...f__Ktedonobacteraceae.....3	Site	TP	-1.406641171	0.242754353	166	29	3.42E-08	3.61E-07
d__Bacteria...p__Chloroflexi...c__Ktedonobacteria...o__Ktedonobacterales...f__Ktedonobacteraceae...g__uncultured...s__uncultured_bacterium.4	Site	TP	1.138167245	0.19699024	166	30	3.71E-08	3.88E-07
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Azospirillales...f__Inquilinaceae...g__Inquilinus...s__uncultured_eubacterium	Site	TP	-0.825702374	0.142993456	166	29	3.77E-08	3.91E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Acidobacteriales...f__Acidobacteriaceae_.Subgroup_1....g__Occallatibacter..	Site	TP	-1.773371827	0.308396186	166	86	4.25E-08	4.36E-07
d__Bacteria...p__Gemmatimonadota...c__Gemmatimonadetes...o__Gemmatimonadales...f__Gemmatimonadaceae...g__uncultured..	Site	TP	2.317897122	0.406318612	166	99	5.32E-08	5.40E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Pedosphaerales...f__Pedosphaeraceae...g__uncultured...1	Site	TP	-1.079542087	0.191940072	166	24	7.86E-08	7.89E-07
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae.....2	Site	TP	-1.023473077	0.182020405	166	35	7.92E-08	7.89E-07
d__Bacteria...p__Actinobacteriota...c__Thermoleophilia...o__Gaiellales...f__Gaiellaceae...g__Gaiella..	Site	TP	1.669996172	0.297356953	166	57	8.19E-08	7.99E-07
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Pirellulales...f__Pirellulaceae...g__Pir4_lineage...s__metagenome.2	Site	TP	0.892721401	0.158951157	166	30	8.18E-08	7.99E-07
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Xiphinematobacteraceae...g__Candidatus_Xiphinematobacter...s__uncultured_bacterium.6	Site	TP	-1.013765482	0.180801434	166	35	8.55E-08	8.27E-07
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Bryobacterales...f__Bryobacteraceae...g__Bryobacter...5	Site	TP	0.766136004	0.136850625	166	26	8.92E-08	8.55E-07
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Sphingomonadales...f__Sphingomonadaceae....	Site	TP	1.108740241	0.198721844	166	32	9.78E-08	9.29E-07
d__Bacteria...p__Acidobacteriota...c__Blastocatellia...o__Pyrinomonadales...f__Pyrinomonadaceae...g__RB41...10	Site	TP	1.371722649	0.246610836	166	60	1.06E-07	9.99E-07
d__Bacteria...p__Myxococcota...c__Polyangia...o__Polyangiales...f__Polyangiaceae...g__Aetherobacter...s__uncultured_bacterium	Site	TP	0.986391787	0.177993899	166	32	1.17E-07	1.09E-06
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...11	Site	TP	0.967052399	0.176924408	166	30	1.69E-07	1.56E-06
d__Archaea...p__Crenarchaeota...c__Nitrososphaeria...o__Nitrososphaerales...f__Nitrososphaeraceae...g__Candidatus_Nitrocosmicus..	Site	TP	2.017608344	0.370652453	166	47	1.88E-07	1.72E-06
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Xanthobacteraceae.....1	Site	TP	-0.4841504	0.089094347	166	166	1.96E-07	1.78E-06
d__Bacteria...p__Proteobacteria...c__Alphaproteobacteria...o__Rhizobiales...f__Beijerinckiaceae...g__1174.901.12...s__Rhizobiales_bacterium	Site	TP	1.195702971	0.220779124	166	32	2.14E-07	1.93E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_forest.4	Site	TP	-1.051854799	0.194689869	166	23	2.28E-07	2.02E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...17	Site	TP	-1.05840886	0.195910845	166	55	2.28E-07	2.02E-06
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Gemmatales...f__Gemmataceae...g__uncultured...s__uncultured_bacterium.24	Site	TP	-0.916109311	0.169761187	166	35	2.34E-07	2.06E-06
d__Bacteria...p__Acidobacteriota...c__Vicinamibacteria...o__Vicinamibacterales...f__uncultured...g__uncultured...12	Site	TP	1.014334427	0.188025052	166	37	2.36E-07	2.06E-06
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Gammaproteobacteria_Incertae_Sedis...f__Unknown_Family...g__Acidibacter...1	Site	TP	-0.818030735	0.151881219	166	26	2.46E-07	2.12E-06
d__Bacteria...p__Planctomycetota...c__Planctomycetes...o__Isosphaerales...f__Isosphaeraceae...g__uncultured...s__metagenome.1	Site	TP	1.412589093	0.262492279	166	43	2.52E-07	2.15E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2...s__uncultured_Acidobacteria.3	Site	TP	-1.923300788	0.358481241	166	115	2.72E-07	2.31E-06
d__Bacteria...p__Verrucomicrobiota...c__Verrucomicrobiae...o__Chthoniobacterales...f__Chthoniobacteraceae...g__Candidatus_Udaeobacter...s__uncultured_Verrucomicrobia.7	Site	TP	0.973572657	0.182143864	166	36	2.99E-07	2.51E-06
d__Bacteria...p__Actinobacteriota...c__Actinobacteria...o__Streptomycetales...f__Streptomycetaceae.....1	Site	TP	-1.228328334	0.230325817	166	61	3.16E-07	2.64E-06
d__Bacteria...p__Acidobacteriota...c__Acidobacteriae...o__Subgroup_2...f__Subgroup_2...g__Subgroup_2..	Site	TP	-0.804977008	0.151703691	166	31	3.58E-07	2.97E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.26	Site	TP	1.416616919	0.268325402	166	54	4.06E-07	3.34E-06
d__Bacteria...p__Chloroflexi...c__AD3...o__AD3...f__AD3...g__AD3...2	Site	TP	-1.660367909	0.316113397	166	46	4.61E-07	3.75E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.15	Site	TP	0.994886841	0.189482256	166	26	4.65E-07	3.76E-06
d__Bacteria...p__Proteobacteria...c__Gammaproteobacteria...o__Burkholderiales...f__Burkholderiaceae...g__Limnobacter..	Site	TP	1.582967234	0.301754029	166	90	4.75E-07	3.81E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.40	Site	TP	1.542829716	0.294469431	166	53	4.89E-07	3.90E-06
d__Bacteria...p__Planctomycetota...c__Phycisphaerae...o__Tepidisphaerales...f__WD2101_soil_group...g__WD2101_soil_group...s__uncultured_bacterium.44	Site	TP	-1.193779288	0.22888047	166	52	5.46E-07	4.31E-06
