feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Trapeliales..f__Trapeliaceae..g__Placynthiella..s__Placynthiella_oligotropha.1	Site	TP	1.0574799838949	0.351307428662024	52	11	0.0040851391170711	0.0203063473725727
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum	Site	TP	-1.09819425424572	0.369028443676208	52	9	0.00449162717747256	0.0208581747972617
k__Fungi..p__Ascomycota..c__Orbiliomycetes..o__Orbiliales......	Site	TP	1.05028012926031	0.353334987595547	52	9	0.00453438582549168	0.0208581747972617
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_mucosus	Site	TP	-2.57585131717155	0.87262700254896	52	11	0.00479984597105041	0.0215407721627628
k__Fungi.............3	Site	TP	1.45675628771167	0.496041067367612	52	12	0.00500272476742313	0.0219166989810918
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Hyaloscyphaceae....	Site	TP	1.05259972925344	0.362962799236479	52	10	0.0055313445338605	0.0236690091681473
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae.....2	Site	TP	1.95327632268751	0.684232544213474	52	14	0.00625486830068589	0.0255754614961379
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...3	Site	TP	-0.803991706846701	0.281440913316222	52	8	0.0062211492855985	0.0255754614961379
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_humicola.2	Site	TP	0.770805189362882	0.272229169455962	52	8	0.00665899761413531	0.0266359904565412
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Clavariaceae..g__Ramariopsis..s__Ramariopsis_sp	Site	TP	-0.829438219188789	0.299289386422999	52	7	0.00781882209278682	0.030609856703676
k__Fungi..p__Ascomycota...........2	Site	TP	1.28221836751754	0.464567562614316	52	14	0.00805741692617549	0.0307649575054591
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Mycenaceae..g__Mycena..s__Mycena_flavoalba	Site	TP	-1.263669783833	0.458893856483164	52	9	0.00819284194438857	0.0307649575054591
k__Fungi..p__Basidiomycota..c__Geminibasidiomycetes..o__Geminibasidiales..f__Geminibasidiaceae..g__Geminibasidium..s__Geminibasidium_sp.1	Site	TP	1.52352162773247	0.558142107746707	52	11	0.00873086770477601	0.0321251922406929
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__unidentified..s__Mytilinidiaceae_sp	Site	TP	-0.58045076185648	0.213232126389134	52	7	0.00890426524062683	0.0321251922406929
k__Fungi.............17	Site	TP	0.929464706875828	0.34414491745987	52	8	0.00941728935645772	0.0333227161843888
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__unidentified..g__unidentified..s__Chaetothyriales_sp.1	Site	TP	1.44430640886677	0.539540592756535	52	13	0.0100227904879371	0.0341517305514893
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Lentitheciaceae..g__unidentified..s__Lentitheciaceae_sp	Site	TP	0.869805476128371	0.324418157897969	52	10	0.00991360626378615	0.0341517305514893
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..s__Phialocephala_helvetica	Site	TP	-0.842130131744266	0.316847449143734	52	9	0.0105320682387936	0.0350703645925686
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.3	Site	TP	-1.26661055561009	0.477481620101311	52	7	0.0106735892238252	0.0350703645925686
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Pyronemataceae..g__Wilcoxina..s__Wilcoxina_rehmii.1	Site	TP	-0.541444307105946	0.206362862643185	52	6	0.0115015628301161	0.0368947763642372
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_lanatum.1	Site	TP	-0.695793443771393	0.265627261397262	52	7	0.0116298751582922	0.0368947763642372
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_minutissima.2	Site	TP	-0.489475195240848	0.187753368508226	52	6	0.0120067961736163	0.0374449236600915
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Helotiaceae..g__Meliniomyces..s__Meliniomyces_sp.1	Site	TP	-0.920961673419682	0.354867527358301	52	6	0.0123746060181308	0.0379487917889346
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__unidentified..g__unidentified..s__Chaetothyriales_sp.3	Site	TP	-0.77979127181327	0.302522191953437	52	9	0.0129428559764259	0.0390407458961042
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp	Site	TP	-0.894627646594374	0.35024014398784	52	9	0.0137322547987844	0.0404706382921884
k__Fungi.............11	Site	TP	0.673285524732245	0.263954736312114	52	7	0.0138567946326515	0.0404706382921884
k__Fungi.............6	Site	TP	-0.661356688069722	0.261783907259899	52	7	0.0147376697007584	0.0410868367415082
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales.......3	Site	TP	-0.838782889178605	0.331661713161443	52	6	0.0146383488559339	0.0410868367415082
k__Fungi..p__Basidiomycota..c__Tremellomycetes..o__Filobasidiales..f__unidentified..g__unidentified..s__Filobasidiales_sp.1	Site	TP	0.847298222126338	0.334706784501765	52	7	0.0145489033479157	0.0410868367415082
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.5	Site	TP	-1.2490255951052	0.497035863854789	52	14	0.0152423413081646	0.0418595641895863
k__Fungi..p__Basidiomycota..c__Microbotryomycetes..o__Microbotryales..f__unidentified..g__unidentified..s__Microbotryales_sp.1	Site	TP	-1.82821077873601	0.74017846452352	52	22	0.0169693221288644	0.0441016876293749
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae..g__Mortierella..s__Mortierella_globalpina	Site	TP	0.404203366516486	0.163258999032308	52	6	0.0167230251889009	0.0441016876293749
k__Fungi.............2	Site	TP	-0.496795871205825	0.202598578523459	52	6	0.0177365482857269	0.0441016876293749
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_laetus	Site	TP	0.417245857539841	0.169281118955917	52	6	0.0171876214379543	0.0441016876293749
k__Fungi.............10	Site	TP	-0.723305642783759	0.29375234416803	52	9	0.0172950785488832	0.0441016876293749
k__Fungi..p__Ascomycota..c__Leotiomycetes.........3	Site	TP	0.420737102836987	0.171523218775977	52	6	0.0177003352342392	0.0441016876293749
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Trechisporales..f__Hydnodontaceae..g__Luellia..s__Luellia_sp	Site	TP	0.538683932971988	0.218384574998018	52	6	0.0171082459092522	0.0441016876293749
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Phaeomoniellales..f__Phaeomoniellaceae..g__Neophaeomoniella..s__Neophaeomoniella_constricta	Site	TP	0.501199508249934	0.205990359686841	52	6	0.0185878701827557	0.0456022415150272
k__Fungi.............13	Site	TP	-1.19032861873541	0.490527559300856	52	9	0.0188871080023217	0.0457266825319368
k__Fungi.............5	Site	TP	0.958550425156451	0.398419527386462	52	6	0.0198727713883281	0.0474615103957612
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Byssocorticiaceae..g__Leptosporomyces..s__Leptosporomyces_galzinii	Site	TP	0.671516211001729	0.279701373051677	52	6	0.0201195533199422	0.0474615103957612
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp	Site	TP	-1.19876976350338	0.501316806717057	52	6	0.0205958863048218	0.0479701655707242
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Lycoperdaceae..g__Lycoperdon..s__Lycoperdon_perlatum	Site	TP	-1.01358988309268	0.426320289718834	52	6	0.0212944187831046	0.0489771632011405
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba	Site	TP	1.98451776468655	0.843088623458061	52	8	0.0225502740640812	0.0506006149730602
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__unidentified..g__unidentified..s__Russulales_sp	Site	TP	1.25709100760579	0.533522359715201	52	6	0.0224229681057113	0.0506006149730602
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilopsis..s__Clitopilopsis_albida	Site	TP	0.65069706735859	0.278612218424265	52	6	0.0235705526015829	0.051630734270134
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilus..s__Clitopilus_sp.2	Site	TP	1.4938851044057	0.639156369062886	52	6	0.0234697734091509	0.051630734270134
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__unidentified..g__unidentified..s__Chaetothyriales_sp.2	Site	TP	0.766262128877688	0.329907753878154	52	6	0.0243077731345172	0.0526191794911902
k__Fungi..p__Ascomycota..c__Pezizomycetes..o__Pezizales..f__Sarcosomataceae..g__Pseudoplectania..s__Pseudoplectania_lignicola	Site	TP	1.06137513006138	0.458793581922856	52	18	0.0248517194186537	0.0531711206166544
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Inocybaceae..g__Inocybe..s__Inocybe_rufoalba.1	Site	TP	1.24807935009511	0.543553701739787	52	6	0.025895484318585	0.0541451035752232
k__Fungi.............14	Site	TP	0.451031499638502	0.196030394835042	52	6	0.0256088133895397	0.0541451035752232
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Atheliaceae..g__Athelia..s__Athelia_arachnoidea	Site	TP	-0.979659038140582	0.427880253274513	52	8	0.0263038637381916	0.0543810216609805
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilus..s__Clitopilus_caelatus	Site	TP	1.030858950913	0.454729275455517	52	9	0.0277490537991356	0.0567313988782328
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Pleosporales..f__Cucurbitariaceae..g__Pyrenochaeta..s__Pyrenochaeta_sp	Site	TP	1.49025138684911	0.665991193962794	52	33	0.0297302851663717	0.0595592937033485
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_roseus	Site	TP	-0.493036873997512	0.220863324213004	52	7	0.0301033386652794	0.0595592937033485
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentellopsis..s__Tomentellopsis_sp	Site	TP	-0.51587816163547	0.230739760417564	52	6	0.0298619274561133	0.0595592937033485
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilus..s__Clitopilus_sp	Site	TP	1.35649937168875	0.613869198529259	52	8	0.0317296146701448	0.0608382261338825
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Russulales..f__Russulaceae..g__Lactarius..	Site	TP	-1.0302919187956	0.468163657569007	52	8	0.0324029682669592	0.0608382261338825
k__Fungi..p__Basidiomycota..........	Site	TP	-0.472233671974947	0.213935038312458	52	8	0.031905869559993	0.0608382261338825
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Lophium..s__Lophium_arboricola	Site	TP	-0.846372862853246	0.384079343304209	52	6	0.0321833241125175	0.0608382261338825
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Thelebolales..f__Pseudeurotiaceae..g__Pseudogymnoascus..s__Pseudogymnoascus_appendiculatus	Site	TP	-0.442475453216027	0.200011058172259	52	6	0.0315455456774842	0.0608382261338825
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_minutissima.1	Site	TP	-0.515966324201596	0.235468394945597	52	7	0.0331218885803072	0.0615598737250153
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.1	Site	TP	0.738599844898104	0.341276682791128	52	6	0.0352488526096442	0.0642157314868766
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Chaetothyriales_fam_Incertae_sedis..g__Sarcinomyces..s__Sarcinomyces_crustaceus	Site	TP	-0.451249867138572	0.208249690050744	52	7	0.0350354999560871	0.0642157314868766
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp.3	Site	TP	0.491541123154082	0.22891732742883	52	6	0.0366470036432231	0.0661083202975789
k__Fungi..p__Ascomycota..c__Orbiliomycetes..o__Orbiliales..f__Orbiliaceae..g__Hyalorbilia..s__Hyalorbilia_sp	Site	TP	-0.553869350601283	0.263072760396633	52	8	0.0403026690138965	0.0719970009568637
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Clitocybe..s__Clitocybe_subditopoda	Site	TP	1.091277378422	0.522689644233147	52	9	0.041929988057291	0.073785920869562
k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Lecanorales..f__Cladoniaceae..g__Cladonia..s__Cladonia_cariosa	Site	TP	0.762858350808501	0.365713473783588	52	10	0.0421060961483914	0.073785920869562
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_triste.1	Site	TP	-0.779192874813453	0.37635604785915	52	7	0.043602316960257	0.0756870407612009
k__Fungi..p__Basidiomycota..c__Agaricomycetes.........3	Site	TP	-0.594523853606048	0.293526638859134	52	6	0.0481754407616279	0.082843748599435
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Radulomycetaceae..g__Aphanobasidium..s__Aphanobasidium_sp	Site	TP	-0.669865320309835	0.331877287472069	52	6	0.048928564363003	0.0833597763221533
k__Fungi..p__Mortierellomycota..c__Mortierellomycetes..o__Mortierellales..f__Mortierellaceae....	Site	TP	-0.981263734943681	0.491321441721215	52	14	0.0512610181525775	0.0865323609181124
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora...4	Site	TP	-0.355323640739051	0.182889675737783	52	6	0.0576782497173538	0.0956107923242621
k__Fungi.............15	Site	TP	0.591125360450087	0.304221633027254	52	12	0.057647949745116	0.0956107923242621
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Entolomataceae..g__Clitopilopsis..s__Clitopilopsis_albida.1	Site	TP	0.54879347082974	0.283289270562656	52	6	0.0583782220841753	0.095907079138288
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Tricholoma..s__Tricholoma_saponaceum	Site	TP	-1.22445582494348	0.633802489062665	52	9	0.0590459481513614	0.0961456146889424
k__Fungi.............9	Site	TP	0.82962901788146	0.436491107221	52	7	0.06311675198702	0.101872652329927
k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Trapeliales..f__Trapeliaceae..g__Placynthiella..s__Placynthiella_oligotropha	Site	TP	0.629603810901519	0.332990389300578	52	7	0.0644584796628115	0.103133567460498
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_minutissima	Site	TP	0.884862468447234	0.473488352520107	52	17	0.0675120458493462	0.107088072726549
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Pseudotomentella..s__Pseudotomentella_nigra	Site	TP	1.26804751438386	0.685318411502096	52	20	0.0701828633787498	0.110373050099914
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Tomentella..s__Tomentella_lapida	Site	TP	0.905859528573433	0.49303206154407	52	7	0.0721084771869827	0.111925620018054
k__Fungi..p__Ascomycota..c__Lecanoromycetes..o__Pertusariales..f__Pertusariaceae..g__Varicellaria..s__Varicellaria_sp	Site	TP	0.813221303477967	0.444032338999368	52	22	0.0729949695769916	0.111925620018054
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Sebacinales..f__Serendipitaceae..g__Serendipita..s__Serendipita_sp.1	Site	TP	-0.786110364956741	0.428709896762153	52	6	0.0726592237475109	0.111925620018054
k__Fungi..p__Ascomycota..c__Dothideomycetes..o__Mytilinidiales..f__Mytilinidiaceae..g__Mytilinidion..s__Mytilinidion_sp	Site	TP	1.39470355059525	0.769360977222976	52	31	0.0758670477824458	0.114422432721066
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales.......2	Site	TP	0.884605462300035	0.487400184870873	52	8	0.0755326610977634	0.114422432721066
k__Fungi..p__Ascomycota..c__Leotiomycetes..o__Helotiales..f__Mollisiaceae..g__Phialocephala..	Site	TP	1.15020079291363	0.639676014420472	52	22	0.0782001267284319	0.115110586544252
k__Fungi..p__Basidiomycota..c__Microbotryomycetes.........1	Site	TP	-0.410985364351211	0.228241493013702	52	9	0.0777896029929409	0.115110586544252
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Tricholomataceae..g__Xeromphalina..s__Xeromphalina_setulipes	Site	TP	-0.603566103689786	0.33497295018766	52	7	0.077601841597009	0.115110586544252
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Pilodermataceae..g__Piloderma..s__Piloderma_sp.1	Site	TP	-0.703915601524778	0.400737837749347	52	7	0.0851177484938377	0.124298934308461
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Atheliales..f__Atheliaceae..g__Athelia..	Site	TP	0.476036053669751	0.273231928079775	52	7	0.0876147627163892	0.125946221404809
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Trechisporales..f__unidentified..g__unidentified..s__Trechisporales_sp.1	Site	TP	-0.715119899498153	0.41019776953371	52	7	0.0874184825422204	0.125946221404809
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae....	Site	TP	-1.04228877359488	0.600007774344106	52	6	0.0885223424552424	0.126264426447788
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus	Site	TP	0.693747898571938	0.402129724450584	52	6	0.090671001545739	0.128334340649354
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Agaricales..f__Cortinariaceae..g__Cortinarius..s__Cortinarius_clandestinus	Site	TP	-0.657774145401968	0.387988345242902	52	6	0.096229633806626	0.135162233743658
k__Fungi..p__Basidiomycota..c__Agaricomycetes..o__Thelephorales..f__Thelephoraceae..g__Polyozellus..s__Polyozellus_sciastrus.2	Site	TP	0.47462432525173	0.295731704228636	52	7	0.114810932146156	0.160039481173429
k__Fungi..p__Basidiomycota..c__Agaricomycetes.........1	Site	TP	0.978678091097626	0.619637106875279	52	9	0.120541985455048	0.166764852058112
k__Fungi..p__Ascomycota..c__Eurotiomycetes..o__Chaetothyriales..f__Herpotrichiellaceae..g__Cladophialophora..s__Cladophialophora_sylvestris.1	Site	TP	-0.279987367355614	0.184877009738411	52	7	0.136207667691648	0.187031424293009
k__Fungi.............12	Site	TP	-0.517697921171985	0.349133384384404	52	6	0.144401422240625	0.196813790313148
